image_name,true,pred,probability
ISIC_2614347,0,0,"[0.9886782765388489, 0.01132176909595728]"
ISIC_2616719,0,0,"[0.9856963157653809, 0.014303633011877537]"
ISIC_2618859,0,0,"[0.9378215074539185, 0.06217852234840393]"
ISIC_2619698,0,0,"[0.9325476288795471, 0.06745236366987228]"
ISIC_2620357,0,0,"[0.9893028140068054, 0.010697235353291035]"
ISIC_2620837,0,0,"[0.8871350288391113, 0.11286494880914688]"
ISIC_2621121,0,0,"[0.9933979511260986, 0.006602094974368811]"
ISIC_2621288,0,0,"[0.9951506853103638, 0.0048492648638784885]"
ISIC_2623538,0,0,"[0.9947827458381653, 0.005217276513576508]"
ISIC_2625884,0,0,"[0.8948085904121399, 0.1051914170384407]"
ISIC_2629998,0,0,"[0.9839189052581787, 0.016081124544143677]"
ISIC_2632683,0,0,"[0.9863064289093018, 0.013693585991859436]"
ISIC_2633665,0,0,"[0.9947112798690796, 0.00528867868706584]"
ISIC_2633745,0,0,"[0.9938581585884094, 0.0061418162658810616]"
ISIC_2633836,0,0,"[0.9820370078086853, 0.017963038757443428]"
ISIC_2634743,0,0,"[0.9179250597953796, 0.08207489550113678]"
ISIC_2634902,0,0,"[0.9452161192893982, 0.05478385090827942]"
ISIC_2636004,0,0,"[0.9382030963897705, 0.0617968812584877]"
ISIC_2636012,0,0,"[0.9762470722198486, 0.023752940818667412]"
ISIC_2637968,0,0,"[0.9098138213157654, 0.09018616378307343]"
ISIC_2638179,0,0,"[0.9943986535072327, 0.005601323675364256]"
ISIC_2638895,0,0,"[0.9911053776741028, 0.008894574828445911]"
ISIC_2639079,0,0,"[0.9410791993141174, 0.05892076715826988]"
ISIC_2642873,0,0,"[0.9849306344985962, 0.015069358050823212]"
ISIC_2643411,0,0,"[0.9783805012702942, 0.021619508042931557]"
ISIC_2645689,0,0,"[0.8356144428253174, 0.16438554227352142]"
ISIC_2646829,1,0,"[0.9035457968711853, 0.09645412117242813]"
ISIC_2647070,0,0,"[0.9957220554351807, 0.004277918022125959]"
ISIC_2647453,0,0,"[0.9812164902687073, 0.018783533945679665]"
ISIC_2649275,0,0,"[0.9344431161880493, 0.06555688381195068]"
ISIC_2649657,0,0,"[0.9685578942298889, 0.031442172825336456]"
ISIC_2650571,0,0,"[0.7801698446273804, 0.21983015537261963]"
ISIC_2651065,0,0,"[0.9920123219490051, 0.00798764731734991]"
ISIC_2652808,0,0,"[0.9947478175163269, 0.005252110306173563]"
ISIC_2653098,0,0,"[0.9932068586349487, 0.006793128792196512]"
ISIC_2654937,0,0,"[0.9348047971725464, 0.0651952251791954]"
ISIC_2656544,0,0,"[0.9887708425521851, 0.011229164898395538]"
ISIC_2656925,0,0,"[0.995460569858551, 0.004539470188319683]"
ISIC_2657843,0,0,"[0.9629018306732178, 0.037098199129104614]"
ISIC_2657913,0,0,"[0.9943443536758423, 0.005655685905367136]"
ISIC_2658854,0,0,"[0.9943580031394958, 0.005641977768391371]"
ISIC_2660641,0,0,"[0.9948112964630127, 0.005188698880374432]"
ISIC_2665652,0,0,"[0.9952057003974915, 0.00479424512013793]"
ISIC_2666632,0,0,"[0.9948118925094604, 0.005188088398426771]"
ISIC_2667921,0,0,"[0.9864646196365356, 0.013535388745367527]"
ISIC_2668481,1,0,"[0.8880770802497864, 0.1119229719042778]"
ISIC_2671038,0,0,"[0.9905852675437927, 0.009414713829755783]"
ISIC_2671268,0,0,"[0.9405816793441772, 0.05941830575466156]"
ISIC_2671817,0,0,"[0.873284637928009, 0.12671531736850739]"
ISIC_2672001,0,0,"[0.9050527215003967, 0.09494726359844208]"
ISIC_2673511,0,0,"[0.9360196590423584, 0.063980333507061]"
ISIC_2676685,0,0,"[0.7952898740768433, 0.20471011102199554]"
ISIC_2676784,0,0,"[0.9809653162956238, 0.019034750759601593]"
ISIC_2679918,0,0,"[0.8944435119628906, 0.10555651038885117]"
ISIC_2680640,0,0,"[0.9955639839172363, 0.004436039365828037]"
ISIC_2682788,0,0,"[0.9866704344749451, 0.013329536654055119]"
ISIC_2682841,0,0,"[0.9684537649154663, 0.031546249985694885]"
ISIC_2682861,0,0,"[0.9412258863449097, 0.05877407640218735]"
ISIC_2683271,0,0,"[0.8781000375747681, 0.12190002202987671]"
ISIC_2684246,0,0,"[0.994382381439209, 0.005617564078420401]"
ISIC_2684374,0,0,"[0.9906660914421082, 0.009333830326795578]"
ISIC_2684903,0,0,"[0.9907166361808777, 0.009283345192670822]"
ISIC_2685263,0,0,"[0.9651041626930237, 0.0348958745598793]"
ISIC_2687164,0,0,"[0.9920388460159302, 0.007961193099617958]"
ISIC_2687641,0,0,"[0.9384682178497314, 0.061531804502010345]"
ISIC_2688897,0,0,"[0.9955487251281738, 0.004451271612197161]"
ISIC_2691211,0,0,"[0.9825683832168579, 0.017431601881980896]"
ISIC_2693385,0,0,"[0.9892783164978027, 0.01072171051055193]"
ISIC_2695497,0,0,"[0.9952577948570251, 0.0047422144562006]"
ISIC_2697112,0,0,"[0.9582751989364624, 0.041724834591150284]"
ISIC_2698234,0,0,"[0.9089541435241699, 0.0910458117723465]"
ISIC_2698722,0,0,"[0.9944292306900024, 0.005570807494223118]"
ISIC_2699336,0,0,"[0.9814509153366089, 0.018549134954810143]"
ISIC_2700545,0,0,"[0.9945093989372253, 0.005490667652338743]"
ISIC_2702929,0,0,"[0.9601971507072449, 0.03980280086398125]"
ISIC_2704082,0,0,"[0.9091725945472717, 0.09082738310098648]"
ISIC_2711946,0,0,"[0.987193763256073, 0.012806287035346031]"
ISIC_2714496,0,0,"[0.9947163462638855, 0.005283649079501629]"
ISIC_2715791,0,0,"[0.9781845211982727, 0.021815501153469086]"
ISIC_2718103,0,0,"[0.9939777851104736, 0.00602223165333271]"
ISIC_2719165,0,0,"[0.8930947184562683, 0.10690534114837646]"
ISIC_2720426,0,0,"[0.9359644055366516, 0.06403560191392899]"
ISIC_2720971,1,0,"[0.9124792814254761, 0.08752068132162094]"
ISIC_2721543,0,0,"[0.8559351563453674, 0.14406481385231018]"
ISIC_2721934,0,0,"[0.9477789998054504, 0.05222103372216225]"
ISIC_2722607,0,0,"[0.9341652989387512, 0.06583476066589355]"
ISIC_2722940,0,0,"[0.9082109928131104, 0.09178905189037323]"
ISIC_2723413,0,0,"[0.9935603141784668, 0.006439692340791225]"
ISIC_2727651,0,0,"[0.992784857749939, 0.007215152028948069]"
ISIC_2731386,0,0,"[0.9724127650260925, 0.02758726477622986]"
ISIC_2732938,0,0,"[0.9271791577339172, 0.07282083481550217]"
ISIC_2734025,0,0,"[0.9954942464828491, 0.004505716264247894]"
ISIC_2735051,0,0,"[0.903190553188324, 0.09680943191051483]"
ISIC_2735672,0,0,"[0.9475947618484497, 0.05240523815155029]"
ISIC_2736880,0,0,"[0.9933300614356995, 0.006669970694929361]"
ISIC_2742870,0,0,"[0.9945211410522461, 0.005478796549141407]"
ISIC_2743947,0,0,"[0.9952666759490967, 0.00473336037248373]"
ISIC_2744153,0,0,"[0.9759492874145508, 0.024050703272223473]"
ISIC_2746294,0,0,"[0.9776225686073303, 0.022377436980605125]"
ISIC_2746974,0,0,"[0.9950897097587585, 0.004910321440547705]"
ISIC_2747650,0,0,"[0.9592325687408447, 0.04076738283038139]"
ISIC_2751781,0,0,"[0.9952155351638794, 0.004784428980201483]"
ISIC_2752102,0,0,"[0.992708146572113, 0.007291859015822411]"
ISIC_2754949,0,0,"[0.9923239946365356, 0.007676008623093367]"
ISIC_2755502,0,0,"[0.9103682041168213, 0.08963175117969513]"
ISIC_2757619,0,0,"[0.8872560858726501, 0.11274392902851105]"
ISIC_2758999,0,0,"[0.9018853902816772, 0.09811459481716156]"
ISIC_2760037,0,0,"[0.9948703050613403, 0.005129692144691944]"
ISIC_2760737,0,0,"[0.9948663711547852, 0.0051336511969566345]"
ISIC_2760961,0,0,"[0.9418999552726746, 0.05810008943080902]"
ISIC_2761440,0,0,"[0.8274714946746826, 0.17252853512763977]"
ISIC_2762298,0,0,"[0.84340500831604, 0.15659502148628235]"
ISIC_2763029,0,0,"[0.9947434663772583, 0.005256542004644871]"
ISIC_2765253,0,0,"[0.9152554273605347, 0.08474457263946533]"
ISIC_2766061,0,0,"[0.9934079647064209, 0.006592050660401583]"
ISIC_2767991,0,0,"[0.965323805809021, 0.03467616066336632]"
ISIC_2772217,0,0,"[0.9411609768867493, 0.0588390938937664]"
ISIC_2773596,0,0,"[0.9846716523170471, 0.015328326262533665]"
ISIC_2775638,0,0,"[0.9517582654953003, 0.04824168235063553]"
ISIC_2777137,0,0,"[0.960307776927948, 0.039692241698503494]"
ISIC_2778027,0,0,"[0.9955838322639465, 0.004416170064359903]"
ISIC_2778855,0,0,"[0.948204755783081, 0.05179525539278984]"
ISIC_2779797,0,0,"[0.9890012741088867, 0.010998731479048729]"
ISIC_2780413,0,0,"[0.9514349699020386, 0.048564981669187546]"
ISIC_2782221,0,0,"[0.9919601082801819, 0.0080398665741086]"
ISIC_2782870,0,0,"[0.9888994097709656, 0.01110058929771185]"
ISIC_2783541,0,0,"[0.9785146117210388, 0.021485386416316032]"
ISIC_2786263,0,0,"[0.9479796290397644, 0.052020370960235596]"
ISIC_2788933,0,0,"[0.9657526016235352, 0.03424746170639992]"
ISIC_2792248,0,0,"[0.9363304376602173, 0.06366955488920212]"
ISIC_2793686,0,0,"[0.9632354974746704, 0.03676452860236168]"
ISIC_2794624,0,0,"[0.897277295589447, 0.10272268950939178]"
ISIC_2795016,0,0,"[0.9119789600372314, 0.08802105486392975]"
ISIC_2795165,0,0,"[0.9415855407714844, 0.0584145188331604]"
ISIC_2795397,0,0,"[0.9729725122451782, 0.02702752873301506]"
ISIC_2798950,0,0,"[0.8776195645332336, 0.12238046526908875]"
ISIC_2799004,0,0,"[0.8189173936843872, 0.18108265101909637]"
ISIC_2799447,0,0,"[0.9852672815322876, 0.014732765965163708]"
ISIC_2801042,0,0,"[0.9669008851051331, 0.033099111169576645]"
ISIC_2802549,0,0,"[0.9716334342956543, 0.028366612270474434]"
ISIC_2804023,0,0,"[0.966662585735321, 0.03333742544054985]"
ISIC_2806424,0,0,"[0.9381749629974365, 0.06182505190372467]"
ISIC_2808280,0,0,"[0.9539944529533386, 0.04600555822253227]"
ISIC_2808424,0,0,"[0.9790224432945251, 0.020977530628442764]"
ISIC_2809103,0,0,"[0.9117122888565063, 0.08828774839639664]"
ISIC_2811847,0,0,"[0.9946470856666565, 0.005352864041924477]"
ISIC_2811886,0,0,"[0.8810453414916992, 0.1189546212553978]"
ISIC_2812732,0,0,"[0.955815315246582, 0.04418473690748215]"
ISIC_2814675,0,0,"[0.9835892915725708, 0.016410743817687035]"
ISIC_2819798,0,0,"[0.8991987705230713, 0.10080127418041229]"
ISIC_2821580,0,0,"[0.9504971504211426, 0.04950282350182533]"
ISIC_2824679,0,0,"[0.9945007562637329, 0.005499271675944328]"
ISIC_2827098,0,0,"[0.995212197303772, 0.004787761252373457]"
ISIC_2828221,0,0,"[0.994504988193512, 0.005494952201843262]"
ISIC_2829017,0,0,"[0.9917866587638855, 0.008213390596210957]"
ISIC_2829088,0,0,"[0.9285803437232971, 0.07141964137554169]"
ISIC_2829107,0,0,"[0.7644593119621277, 0.23554061353206635]"
ISIC_2830887,0,0,"[0.9913384914398193, 0.00866149552166462]"
ISIC_2832595,0,0,"[0.9181099534034729, 0.08189010620117188]"
ISIC_2833053,0,0,"[0.9425822496414185, 0.057417772710323334]"
ISIC_2833156,0,0,"[0.9552011489868164, 0.044798824936151505]"
ISIC_2839053,0,0,"[0.9516109228134155, 0.04838913679122925]"
ISIC_2840136,0,0,"[0.9924691319465637, 0.007530932314693928]"
ISIC_2844539,1,0,"[0.8962069153785706, 0.10379308462142944]"
ISIC_2845297,0,0,"[0.977678656578064, 0.02232133038341999]"
ISIC_2845831,0,0,"[0.9038496017456055, 0.09615039080381393]"
ISIC_2846402,0,0,"[0.9463310837745667, 0.05366888269782066]"
ISIC_2849717,0,0,"[0.9316352009773254, 0.06836485117673874]"
ISIC_2850143,0,0,"[0.9916042685508728, 0.008395770564675331]"
ISIC_2852805,0,0,"[0.9954652190208435, 0.004534827079623938]"
ISIC_2853222,0,0,"[0.9933673739433289, 0.00663260230794549]"
ISIC_2853981,0,0,"[0.959470808506012, 0.04052922502160072]"
ISIC_2858419,0,0,"[0.9893892407417297, 0.010610760189592838]"
ISIC_2860230,0,0,"[0.971390426158905, 0.02860954776406288]"
ISIC_2860618,0,0,"[0.9415203928947449, 0.058479566127061844]"
ISIC_2865199,0,0,"[0.9445065855979919, 0.05549344792962074]"
ISIC_2869420,0,0,"[0.9901642203330994, 0.009835713542997837]"
ISIC_2870556,0,0,"[0.9597377777099609, 0.04026230052113533]"
ISIC_2871230,1,0,"[0.8740682601928711, 0.1259317398071289]"
ISIC_2872765,0,0,"[0.9904119372367859, 0.00958800595253706]"
ISIC_2874706,0,0,"[0.8386046290397644, 0.16139543056488037]"
ISIC_2874940,0,0,"[0.9928327798843384, 0.007167269941419363]"
ISIC_2875807,0,0,"[0.9385794997215271, 0.06142044812440872]"
ISIC_2876073,0,0,"[0.9787163138389587, 0.021283645182847977]"
ISIC_2876194,0,0,"[0.8927077054977417, 0.10729233920574188]"
ISIC_2882172,0,0,"[0.9907819628715515, 0.00921802781522274]"
ISIC_2882945,0,0,"[0.9481953978538513, 0.05180457979440689]"
ISIC_2885086,0,0,"[0.9644051194190979, 0.03559480980038643]"
ISIC_2888815,0,0,"[0.8708803057670593, 0.12911967933177948]"
ISIC_2889385,0,0,"[0.9867703914642334, 0.013229667209088802]"
ISIC_2889981,0,0,"[0.9771438241004944, 0.02285612002015114]"
ISIC_2891834,0,0,"[0.9027524590492249, 0.09724751114845276]"
ISIC_2891869,0,0,"[0.8818060755729675, 0.11819392442703247]"
ISIC_2893340,0,0,"[0.9947370886802673, 0.005262958817183971]"
ISIC_2894067,0,0,"[0.95914626121521, 0.04085369035601616]"
ISIC_2899829,0,0,"[0.9931704998016357, 0.006829482968896627]"
ISIC_2899837,0,0,"[0.8933306336402893, 0.10666929930448532]"
ISIC_2901951,0,0,"[0.9653756022453308, 0.03462441638112068]"
ISIC_2902504,0,0,"[0.8547121286392212, 0.14528788626194]"
ISIC_2903756,0,0,"[0.9313810467720032, 0.06861896812915802]"
ISIC_2904067,0,0,"[0.9551051259040833, 0.04489485174417496]"
ISIC_2907527,0,0,"[0.9770879745483398, 0.022912010550498962]"
ISIC_2907732,0,0,"[0.872545599937439, 0.12745437026023865]"
ISIC_2908193,0,0,"[0.9417558312416077, 0.05824419856071472]"
ISIC_2910705,0,0,"[0.9930903315544128, 0.0069097187370061874]"
ISIC_2910834,0,0,"[0.921512246131897, 0.07848770916461945]"
ISIC_2912321,0,0,"[0.9944295883178711, 0.005570434965193272]"
ISIC_2913019,0,0,"[0.9879190325737, 0.01208096370100975]"
ISIC_2914185,0,0,"[0.9934427738189697, 0.006557231768965721]"
ISIC_2914669,0,0,"[0.9035013318061829, 0.09649863094091415]"
ISIC_2914880,0,0,"[0.9924901127815247, 0.007509920746088028]"
ISIC_2915747,0,0,"[0.9950108528137207, 0.004989167675375938]"
ISIC_2922270,0,0,"[0.9927760362625122, 0.007223948836326599]"
ISIC_2924281,0,0,"[0.9340127110481262, 0.06598729640245438]"
ISIC_2924748,0,0,"[0.9340532422065735, 0.06594673544168472]"
ISIC_2927289,0,0,"[0.986224889755249, 0.013775152154266834]"
ISIC_2927673,0,0,"[0.9867635369300842, 0.013236453756690025]"
ISIC_2928868,0,0,"[0.9926642775535583, 0.007335680536925793]"
ISIC_2929184,0,0,"[0.9925091862678528, 0.007490897551178932]"
ISIC_2932418,0,0,"[0.9357406497001648, 0.06425929814577103]"
ISIC_2937407,0,0,"[0.9908108711242676, 0.009189116768538952]"
ISIC_2941560,0,0,"[0.9919270277023315, 0.008072935044765472]"
ISIC_2942220,0,0,"[0.9953563809394836, 0.004643611144274473]"
ISIC_2943089,0,0,"[0.8244487047195435, 0.17555128037929535]"
ISIC_2945324,0,0,"[0.9869472980499268, 0.0130526814609766]"
ISIC_2945640,0,0,"[0.8731028437614441, 0.1268971562385559]"
ISIC_2945891,0,0,"[0.9818735122680664, 0.01812642626464367]"
ISIC_2946202,0,0,"[0.9907642602920532, 0.009235712699592113]"
ISIC_2948811,0,0,"[0.99044269323349, 0.009557286277413368]"
ISIC_2955610,0,0,"[0.9501861333847046, 0.049813829362392426]"
ISIC_2957196,0,0,"[0.9911642670631409, 0.008835646323859692]"
ISIC_2957595,0,0,"[0.9364251494407654, 0.0635748878121376]"
ISIC_2961666,0,0,"[0.9617414474487305, 0.03825851529836655]"
ISIC_2966047,0,0,"[0.9952982068061829, 0.004701858852058649]"
ISIC_2967024,1,0,"[0.9034594893455505, 0.09654053300619125]"
ISIC_2968532,0,0,"[0.9511129856109619, 0.04888708516955376]"
ISIC_2968871,0,0,"[0.9041674733161926, 0.09583250433206558]"
ISIC_2969250,0,0,"[0.9957725405693054, 0.00422747852280736]"
ISIC_2970312,0,0,"[0.995758593082428, 0.004241444170475006]"
ISIC_2974135,0,0,"[0.9922177791595459, 0.007782207801938057]"
ISIC_2975603,0,0,"[0.8388325572013855, 0.1611674576997757]"
ISIC_2976115,0,0,"[0.9954324960708618, 0.004567540250718594]"
ISIC_2978592,0,0,"[0.9898045063018799, 0.010195450857281685]"
ISIC_2979268,1,0,"[0.9817432165145874, 0.01825679838657379]"
ISIC_2982357,0,0,"[0.9947856068611145, 0.005214448552578688]"
ISIC_2983041,0,0,"[0.9323744177818298, 0.06762553751468658]"
ISIC_2984214,0,0,"[0.9688960313796997, 0.03110400214791298]"
ISIC_2985067,0,0,"[0.9590276479721069, 0.04097239300608635]"
ISIC_2986186,0,0,"[0.9956919550895691, 0.004308030940592289]"
ISIC_2987579,0,0,"[0.8957517147064209, 0.10424834489822388]"
ISIC_2987630,0,0,"[0.9438096880912781, 0.056190330535173416]"
ISIC_2988460,0,0,"[0.9491644501686096, 0.05083556845784187]"
ISIC_2988753,0,0,"[0.930741548538208, 0.06925845146179199]"
ISIC_2988832,0,0,"[0.9957506656646729, 0.004249325953423977]"
ISIC_2988939,0,0,"[0.9754541516304016, 0.024545865133404732]"
ISIC_2998411,0,0,"[0.9875577688217163, 0.012442192062735558]"
ISIC_2998670,0,0,"[0.9699909687042236, 0.03000905178487301]"
ISIC_2999015,0,0,"[0.9764459133148193, 0.023554101586341858]"
ISIC_2999685,0,0,"[0.972345232963562, 0.02765480801463127]"
ISIC_3001462,0,0,"[0.9683632254600525, 0.03163674473762512]"
ISIC_3003544,0,0,"[0.9667302966117859, 0.0332697257399559]"
ISIC_3004041,0,0,"[0.8849097490310669, 0.11509021371603012]"
ISIC_3004278,0,0,"[0.9951523542404175, 0.004847640171647072]"
ISIC_3004646,0,0,"[0.993806004524231, 0.006194011308252811]"
ISIC_3005396,0,0,"[0.8879163265228271, 0.11208367347717285]"
ISIC_3006279,0,0,"[0.9889037013053894, 0.011096266098320484]"
ISIC_3008399,0,0,"[0.9783372282981873, 0.021662794053554535]"
ISIC_3009493,0,0,"[0.8708235025405884, 0.12917651236057281]"
ISIC_3009564,0,0,"[0.995392918586731, 0.004607113543897867]"
ISIC_3010059,0,0,"[0.9839876890182495, 0.016012363135814667]"
ISIC_3010577,0,0,"[0.9936664700508118, 0.006333505269140005]"
ISIC_3010681,0,0,"[0.8746101260185242, 0.12538988888263702]"
ISIC_3012699,0,0,"[0.9928047060966492, 0.007195317652076483]"
ISIC_3014965,0,0,"[0.9916636943817139, 0.008336357772350311]"
ISIC_3017950,0,0,"[0.9778522253036499, 0.022147784009575844]"
ISIC_3019176,0,0,"[0.9006320238113403, 0.09936800599098206]"
ISIC_3024326,0,0,"[0.9006788730621338, 0.09932111948728561]"
ISIC_3024600,0,0,"[0.9877684712409973, 0.012231476604938507]"
ISIC_3024903,0,0,"[0.9867908358573914, 0.013209177181124687]"
ISIC_3025468,0,0,"[0.912217915058136, 0.08778213709592819]"
ISIC_3026023,0,0,"[0.8524287343025208, 0.14757128059864044]"
ISIC_3027400,0,0,"[0.9833216667175293, 0.01667836867272854]"
ISIC_3028705,0,0,"[0.9925899505615234, 0.007410000544041395]"
ISIC_3031999,0,0,"[0.9938965439796448, 0.006103483494371176]"
ISIC_3034987,0,0,"[0.9228702187538147, 0.07712975889444351]"
ISIC_3039707,0,0,"[0.9302529692649841, 0.06974708288908005]"
ISIC_3042182,0,0,"[0.935986340045929, 0.06401366740465164]"
ISIC_3043219,0,0,"[0.7624520063400269, 0.23754802346229553]"
ISIC_3043475,0,0,"[0.9940890073776245, 0.00591106666252017]"
ISIC_3046033,0,0,"[0.9931291341781616, 0.006870909593999386]"
ISIC_3046710,0,0,"[0.9876123070716858, 0.012387710623443127]"
ISIC_3046758,0,0,"[0.9945605397224426, 0.005439465865492821]"
ISIC_3046930,0,0,"[0.9894723296165466, 0.010527634993195534]"
ISIC_3048826,0,0,"[0.9895216226577759, 0.010478406213223934]"
ISIC_3050780,0,0,"[0.9905431866645813, 0.009456858970224857]"
ISIC_3052085,0,0,"[0.9878854751586914, 0.012114472687244415]"
ISIC_3056193,0,0,"[0.9640307426452637, 0.03596921265125275]"
ISIC_3058615,0,0,"[0.9953966736793518, 0.004603358451277018]"
ISIC_3058627,0,0,"[0.9953308701515198, 0.004669123329222202]"
ISIC_3058634,0,0,"[0.9519650936126709, 0.04803495109081268]"
ISIC_3061909,0,0,"[0.9245665669441223, 0.07543344050645828]"
ISIC_3063923,0,0,"[0.8637990951538086, 0.1362009197473526]"
ISIC_3064103,0,0,"[0.9818534255027771, 0.018146540969610214]"
ISIC_3066296,0,0,"[0.9954342246055603, 0.004565719049423933]"
ISIC_3069054,0,0,"[0.9824832677841187, 0.01751670427620411]"
ISIC_3071338,0,0,"[0.9620139598846436, 0.03798602521419525]"
ISIC_3071973,0,0,"[0.9950315952301025, 0.004968450870364904]"
ISIC_3073605,0,0,"[0.8781508207321167, 0.12184909731149673]"
ISIC_3074710,0,0,"[0.9949880838394165, 0.005011898931115866]"
ISIC_3084862,0,0,"[0.9942370653152466, 0.005762917920947075]"
ISIC_3086579,0,0,"[0.9933492541313171, 0.006650738883763552]"
ISIC_3087274,0,0,"[0.9949177503585815, 0.005082327872514725]"
ISIC_3089388,0,0,"[0.9881182312965393, 0.011881777085363865]"
ISIC_3089729,0,0,"[0.8402836322784424, 0.15971635282039642]"
ISIC_3090246,0,0,"[0.9952185750007629, 0.004781408701092005]"
ISIC_3091549,0,0,"[0.898281991481781, 0.1017179861664772]"
ISIC_3093025,0,0,"[0.932261049747467, 0.06773891299962997]"
ISIC_3093620,0,0,"[0.9955581426620483, 0.004441878292709589]"
ISIC_3093810,0,0,"[0.9943752288818359, 0.005624749697744846]"
ISIC_3097253,0,0,"[0.9813500642776489, 0.018649961799383163]"
ISIC_3097354,1,0,"[0.752403736114502, 0.24759630858898163]"
ISIC_3097424,0,0,"[0.9590886831283569, 0.040911316871643066]"
ISIC_3100178,0,0,"[0.9110261797904968, 0.08897380530834198]"
ISIC_3100541,0,0,"[0.986402690410614, 0.01359737478196621]"
ISIC_3100819,0,0,"[0.9492464661598206, 0.050753455609083176]"
ISIC_3104875,0,0,"[0.9439113140106201, 0.056088708341121674]"
ISIC_3105136,0,0,"[0.8616521954536438, 0.1383478194475174]"
ISIC_3105314,0,0,"[0.8844395279884338, 0.11556052416563034]"
ISIC_3105924,0,0,"[0.8829630613327026, 0.11703694611787796]"
ISIC_3106783,0,0,"[0.9936538934707642, 0.006346104200929403]"
ISIC_3107526,0,0,"[0.9179555177688599, 0.08204447478055954]"
ISIC_3109156,0,0,"[0.9582996368408203, 0.041700318455696106]"
ISIC_3110196,0,0,"[0.9956188797950745, 0.004381055012345314]"
ISIC_3112262,0,0,"[0.8724237084388733, 0.1275763064622879]"
ISIC_3114708,0,0,"[0.9810948371887207, 0.018905116245150566]"
ISIC_3115220,0,0,"[0.9925798773765564, 0.00742010772228241]"
ISIC_3117632,0,0,"[0.9152002930641174, 0.08479972183704376]"
ISIC_3117977,0,0,"[0.8992075324058533, 0.1007925346493721]"
ISIC_3118576,0,0,"[0.9955326318740845, 0.004467353690415621]"
ISIC_3121451,0,0,"[0.8220043778419495, 0.17799560725688934]"
ISIC_3123099,0,0,"[0.9829049110412598, 0.01709507405757904]"
ISIC_3125318,0,0,"[0.994616687297821, 0.0053833648562431335]"
ISIC_3126619,0,0,"[0.9232180714607239, 0.07678190618753433]"
ISIC_3126741,0,0,"[0.9916772842407227, 0.008322781883180141]"
ISIC_3126915,0,0,"[0.9785279631614685, 0.021472007036209106]"
ISIC_3128203,0,0,"[0.9528643488883972, 0.047135643661022186]"
ISIC_3128244,0,0,"[0.9958158135414124, 0.004184170626103878]"
ISIC_3134589,0,0,"[0.9268316030502319, 0.07316840440034866]"
ISIC_3135818,0,0,"[0.9881671071052551, 0.011832840740680695]"
ISIC_3136263,0,0,"[0.9935526847839355, 0.0064473021775484085]"
ISIC_3138599,0,0,"[0.939985454082489, 0.0600145161151886]"
ISIC_3139652,0,0,"[0.9946812987327576, 0.0053186360746622086]"
ISIC_3141629,0,0,"[0.9421232342720032, 0.05787670239806175]"
ISIC_3141912,0,0,"[0.9953616261482239, 0.004638437181711197]"
ISIC_3142779,0,0,"[0.9908575415611267, 0.009142386727035046]"
ISIC_3143255,0,0,"[0.9615892171859741, 0.038410771638154984]"
ISIC_3143604,0,0,"[0.9919701218605042, 0.008029951713979244]"
ISIC_3145600,0,0,"[0.9114795327186584, 0.08852043747901917]"
ISIC_3146077,0,0,"[0.9334527850151062, 0.06654714792966843]"
ISIC_3148533,0,0,"[0.9955028891563416, 0.004497148096561432]"
ISIC_3149717,0,0,"[0.9458320140838623, 0.054167989641427994]"
ISIC_3152626,0,0,"[0.9932778477668762, 0.006722116377204657]"
ISIC_3153709,0,0,"[0.9363261461257935, 0.06367384642362595]"
ISIC_3155003,0,0,"[0.9863696098327637, 0.01363042276352644]"
ISIC_3158305,0,0,"[0.9947327375411987, 0.0052672335878014565]"
ISIC_3158860,0,0,"[0.8420996069908142, 0.15790040791034698]"
ISIC_3158962,0,0,"[0.9957423806190491, 0.004257610533386469]"
ISIC_3162024,0,0,"[0.9940590858459473, 0.005940939765423536]"
ISIC_3162245,0,0,"[0.9174721240997314, 0.08252792805433273]"
ISIC_3162794,0,0,"[0.9914162755012512, 0.008583789691329002]"
ISIC_3162968,0,0,"[0.9441301822662354, 0.05586983263492584]"
ISIC_3165797,0,0,"[0.9854002594947815, 0.014599733054637909]"
ISIC_3167092,0,0,"[0.895413875579834, 0.10458611696958542]"
ISIC_3167799,0,0,"[0.9954721927642822, 0.00452779745683074]"
ISIC_3171104,0,0,"[0.9757930636405945, 0.024206992238759995]"
ISIC_3173007,0,0,"[0.9764347076416016, 0.02356535755097866]"
ISIC_3173348,0,0,"[0.9954280853271484, 0.004571871366351843]"
ISIC_3173572,0,0,"[0.9859413504600525, 0.014058643020689487]"
ISIC_3174431,0,0,"[0.9919968247413635, 0.008003206923604012]"
ISIC_3176269,0,0,"[0.9933659434318542, 0.006634063553065062]"
ISIC_3177361,0,0,"[0.9064135551452637, 0.09358642250299454]"
ISIC_3177916,0,0,"[0.9219536185264587, 0.07804635167121887]"
ISIC_3183548,0,0,"[0.8374416828155518, 0.16255834698677063]"
ISIC_3184390,0,0,"[0.9746979475021362, 0.025302130728960037]"
ISIC_3185470,0,0,"[0.9942218661308289, 0.005778051447123289]"
ISIC_3188758,0,0,"[0.9881099462509155, 0.01189001090824604]"
ISIC_3195037,0,0,"[0.9922484159469604, 0.007751611527055502]"
ISIC_3197712,0,0,"[0.9948397278785706, 0.0051602693274617195]"
ISIC_3198225,0,0,"[0.8944373726844788, 0.10556265711784363]"
